tweets,type,class
مراد امينة الله يسعدكم,positive,standard
الله يعزك و يديمك,positive,standard
يسعد صباحك بارككي الله و يسر امركي و اسعد قلبكي,positive,standard
انتم اطيب,positive,standard
يزين ايامك حبوبتي,positive,dialectal
صباح الطمئنينة و الرضا بما قسم الرحمن ,positive,standard
بعدد حروف القران ادعو ربي ان يبارك لكم و ينالكم مرادكم و ينير قلوبكم,positive,standard
اكيد نفخر باصلنا ونعتز به بما اننا من سلالتين عظيمتين الاولى من اجدادنا الامازيغ طارق بن زياد و يوسف بن تاشفين العظماء الابطال الفاتحين للاسلام في ارروبا و افريقيا تحلم امك تنجب امثالهم و سلالتنا من الادار,positive,standard
و نعم بالله العلي القدير و جمعتك اطيب,positive,standard
يسعد صباحك و كل اوقاتك يا طيب,positive,standard
هزلت لم يظلمكم هتلر يوم أحرق جلدة ابيكم عن بكرة جدكم يا ابن القردة,negative,standard
سلاما على من أحبنا بعيوبنا قبل محاسننا,positive,standard
القرارات التي تصنعها الكرامة صائبة حتى وإن أوجعتنا,positive,standard
هل عندك شك ,neutral,standard
الحمد لله على نعمة الامن و الامان,positive,standard
بالرضى بما قسم الله و قدر,positive,standard
اللهم إنا نسألك أن تغفر لنا ما فات وتقبل منا ما هو آت,positive,standard
البعض يحتاج كوكب اخر غير كوكب الارض ليعيش بسلام,neutral,standard
اساءة البشر لا مثيل لها و لا يوجد في العالم وحشية بقدر وحشية البشر,negative,standard
أعتذر عن سوء الفهم من قبلي و أتشرف بكي و بمتابعتكي اخت عزيزة و غالية بنت بلدي,positive,standard
ختي امينة انا غير تنمزح مع الأخ مراد اسفة و اعتدر اذا زعجك تعليقي الله يسعدكم,positive,dialectal
لا لا عادي كلنا هكاك فالأول ملي شفتها معرفتهاش ,neutral,dialectal
عرفت غير كنضحك حيث كتشبه ليها,positive,dialectal
أسعد الله يومك ,positive,standard
 خليكم فصباغتكم الله يرحم الوالدين باش نعرفوكم راه كلشي تبدل,positive,dialectal
عندي معاك ذكريات الحماق صافي,positive,dialectal
أختي واخا وجهي قاصح كنحشم,positive,dialectal
يخليك ليلي الله يكبر بك ,positive,dialectal
حسبنا الله ,neutral,standard
على سلامتك انشاء الله تكوني بخير ,positive,dialectal
فواحد الوقت حيث لا ينفع الندم,negative,dialectal
هادي تصويرتنا كاملين,neutral,dialectal
بكاني هاد الليلة نقطة ضعفي رجال كبار يبكيو يلعن بو الفلوس ويلعن بو الخارج اللي غيخليك تنسا والديك غاتندم أقسم بالله غتندم ضرني فقلبي ,negative,dialectal
الاعتذار يزيدو فراسو لهلا يسعدو,negative,dialectal
حيث المعقول هو المعقول الصبر ,positive,dialectal
كتبتها ومسحتها كسولة عارفة عارفة,neutral,dialectal
مكنعرفش نرسم ,neutral,dialectal
والله حتى زوين مرة مرة نتجمعو ونضربو الدنيا بركلة,positive,dialectal
عندي بزااف من العائلة كيلبسو هكا ,neutral,dialectal
والله ما كذبتي,neutral,dialectal
يسلم عليك الخير والربح,positive,dialectal
 عوجيين ولكن زوينين,positive,dialectal
مادام دارو معاك هادشي إلا وحتى نتوما الله يعمرها دار,positive,dialectal
مزال الخير ,positive,dialectal
حشومة نسبق الأحداث بالتوفيق لحسنية اكادير,positive,dialectal
عيد ميلاد سعيد ,positive,standard
مبروك وألف مبروك يتربى فعزك,positive,dialectal
ممكن ولكن مذاق لا يتحمل,negative,standard
طبعا السبب الوحيد اللي خلاني نشجعها ونيت عزيز عليا الضد,mixed,dialectal
لكل مجتهد نصيب مبروك لمنتخب قطر ,positive,standard
بالتوفيق لقطر ,positive,standard
يكفي يكون رجل ,neutral,dialectal
وشكون عارف,neutral,dialectal
 الله يخليكم لبعض,positive,dialectal
الله يعطيك الصحة ,positive,standard
ماشي بزاف,neutral,dialectal
هادي زوينة ,positive,dialectal
الله يعطيك الصحة ,positive,standard
فيما مشيتو مرونينها,negative,dialectal
الينايريون الرائعون ,positive,dialectal
آمين يارب الله يحفظك,positive,standard
حتى نتا عيد ميلاد سعيد واخا جات معطلة,positive,dialectal
على أساس أنا عندي راه غير سنطيحة وصاف,positive,dialectal
شوف أش كيكولك إحساسك ماشي بالضروري تبع الجماعة,neutral,dialectal
حسبنا الله ونعم الوكيل مع من عايشين,negative,dialectal
الله يشافيها ويعافيها يارب,positive,dialectal
الله يرحمه ويسكنه فسيح جناته ,positive,standard
عيد ميلاد سعيد كل عام وأنت بألف خير الله يشافيك ويعافيك يارب توحشناك,positive,dialectal
آمين والله يرحم الوالد ويجعل مثواه الجنة ,positive,dialectal
الله يشافيه ويعافيه,positive,standard
وحق الله أتاي حسن منهم بجوج ,neutral,dialectal
هما اللي خاسرين فجميع النواحي ,negative,dialectal
شكرا خويا على دعواتك الله يحفظك ويخلي ليك ماعز عليك,positive,dialectal
الله يرحم والدك ويرزقه فسيح جناته,positive,dialectal
آمين رحم الله جميع موتى المسلمين,positive,standard
منو عداد مابغاوش يتفهمو ليا,negative,dialectal
على سلامتك عزيزتي إنشاء الله اكونوا أمورك بخير وعلى خير ,positive,dialectal
شوف الكاس مزيان ماشي بحال بحال ,neutral,dialectal
أنا بوحدي اللي ثقت فيها,neutral,dialectal
معمرهم غايفهموا هادشي مادام كاينة فئة كتعتبر راسها حسن من الكل,negative,dialectal
الحمدلله على نعمة المغرب,positive,standard
الله يبارك فيك احساس زوين بزااف ,positive,dialectal
الله يجيبو على خير ,positive,dialectal
فين غبرتي,neutral,dialectal
الله يسمح ليك ,positive,dialectal
الله ينورك يا الغالي,positive,standard
ليس هناك مرض يقتل جسدك أكثر من الحزن,negative,standard
كل فكرة لاتؤدي بك إلى الله هي فكرة مشبوهة أو ناقصة ,neutral,dialectal
مساء الخير ,positive,standard
ان شاء الله كل شي سيمر بسلام و الليغا لنا الكاس لايهم المهم ان يقعد سواريز احتياط,positive,standard
صباح الورد سي براهيم,positive,dialectal
صباح الخير ,positive,standard
راه الجو لي مامساعدكش,neutral,dialectal
محظوظين جدا جمهور السيتي بهذا المدرب,positive,standard
مساء الخير ,positive,standard
قد تستطيع تعليم البشر كل شئ إلا الإحساس,neutral,standard
الحياة صعبة بدون كرة القدم ,positive,standard
من الافضل اللعب بثلاث مدافعين,positive,standard
يظنون أن الضوء أسرع ما في الكون أو لا تعلمون أن الدعاء يجتاز المسافة الموجودة بين الأرض والسماء في ثانية,positive,standard
الفرح ضحكة أمي,positive,standard
قريب ان شاء الله,positive,standard
صباح الورد ,positive,standard
اللهم أنت الغني ونحن الفقراءأنت الكريم ونحن البخلاءأنت القوي ونحن الضعفاءأظلنا بجوراك ونعمنا بجنانك وأرزقنا من حيث لا نحتسب رضاك وغفرانك,positive,standard
رابع ابطال على التوالي على الطريق ,positive,standard
لن ا شجع احد غير الحب,positive,standard
أكدت مصادر برازيلية وفاة لاعبين بسبب حريق في مركز تكوين و تداريب نادي فلامينغو البرازيلي اثناء نوم اللاعبين,neutral,standard
سعيد جدا برؤية حسابك وأتمنى استمراره,positive,standard
روعة اللهم صل وسلم وبارك على الحبيب,positive,standard
اللهم إنه يوم الجمعة نسألك ان ترحم أمواتنا وتغفر لهم وتسكنهم فسيح جناتك يارب ,positive,standard
ندير النية زعما,neutral,dialectal
صح لسانك بارك الله فيك,positive,standard
تبارك الرحمن منظر جميل جدا ماشاء الله,positive,standard
أراد أن يكذب و لم يعرف,negative,standard
اللهم امين وياك يارب,positive,standard
الى كل اصدقاء المحترمين,positive,standard
يا أخي لكل بلد عيوبه لكن عيوب السعودية أخبث و أقبح بكثير من عيوب المغرب,negative,standard
ماشاء الله تبارك ربي ما اعظمك,positive,standard
الجميع الى ملعب ابن بطوطه لدعم مبارة مهمة,neutral,standard
يسعد مساكم أحباب الأميرة ,positive,standard
فقيدتي النائمة طويلا سلام على روحك البيضاء و جعل الله قبرك نور و ريحان ربي أنر قبرها كما كانت لحياتنا نورا,positive,standard
لدينا هدايا مجانية رائعة من أجلك,positive,standard
جمعة مباركة على الجميع,positive,standard
لاتنسو قراءة سورة الكهف,neutral,standard
يوم واحد يفصلنا عن اولى حلقات برنامج المواهب الذي يعرض على قناة,neutral,standard
ان شاء الله النجاح حليفك,positive,standard
كونوا في الموعد,neutral,standard
اسمع ثم ابتسم ثم تجاهل,positive,standard
أيتها اللحظات السعيدة,positive,standard
لا تفكر في صعوبة ظروفك ولكن فكر في قوة وقدرة من تدعوه,positive,standard
الكثير من الأشياء البسيطة تصنع سعادة كبيرة تغمر القلوب,positive,standard
جمعة مباركة,positive,standard
إصنع لنفسك يوما جميلا رغم كل الظروف المحيطة بك,positive,standard
ياالله يسر أمري سهل طريقي أسعد قلبي أرح بالي وحقق حلمي إنك على كل شيء قدير,positive,standard
أسعدك الله أختي الفاضلة فعلا تجربة تستحق النشر جزيت خيرا,positive,standard
ما تراه صعبا هو على الله يسير وما تراه كبيرا هو عند الله صغير,positive,standard
الجمال هبة من الله,positive,standard
تمسك بالذين يجعلون منك شخصا رائعا الذين يحفزونك على الأجمل يشعلون طموحك ويحيون قلبك وابتسامتك,positive,standard
الحياة أبسط مما نتوقع ونحن المسؤولين عن كل التعقيدات التي تواجهنا,neutral,standard
بصحتك و جميل نظامك المسائي ,positive,standard
التعدد حلال,neutral,standard
كلامك هو الكبير غي التعمار كثير للأسف,mixed,dialectal
و درهم و لكن على العموم و الله ايلا مزيان,positive,dialectal
ان شاء الله يا رب,positive,standard
أختي توحشتك وتوحشت ايام زمان,positive,dialectal
عجبوني صراحة مبدع واصل,positive,dialectal
اللهم انعم علينا برضاك وعافيتك بقلب مطمئن وبفرح دائم ,positive,standard
كن شخصا يسعد الناس ولا يضرهم وكن مبتسما يشتاق الناس لابتسامتك عند غيابك,positive,standard
ماشي كلشي عندو فابور,neutral,dialectal
يعطيكم الصحة,positive,standard
ونعم بالله,positive,standard
الحافيظي كيعطي الذهب,positive,dialectal
ليس لي وقت الان,neutral,standard
فعلا معك حق يا قلبي,positive,standard
الله يسعدك سعادة لا شقاء بعدها في دنيا واخيرة الله يرزقكي اكثر مما تتمنينه,positive,standard
محبة الناس نعمه لاتقدر بثمن بعيدا عن علاقات الحب والصداقه,positive,standard
إن الذين ءامنوا وعملوا الصالحات إنا لا نضيع أجر من أحسن عملا,neutral,standard
شفت وانصدمت ,negative,standard
اسبانبا ضيف شرف النسخة لمعرض الكتاب و النشر,neutral,standard
الصورة لوحدها تخليك متصدقيش ,neutral,dialectal
كن بخير فهناك قلب يحب إبتسامتك كثيرا,positive,standard
مارسوا تجاربكم على كل شيء إلا مشاعر الآخرين فهي محرمة,neutral,standard
متافق معاك ولكن احنا دابا امام حالات,positive,standard
اخ اشتقت للحلقات الاولى ,neutral,standard
الأدب صدقة جارية على فقراء الأدب,mixed,standard
كل شئ سيكون جميلا قد لا يكون اليوم ولكن بالتأكيد سيكون ذات يوم,positive,standard
صورتها وهي صغيرة ,neutral,standard
ابتسم فإن هناك من يحبك يعتني بك يحميك ينصرك يسمعك يراك هو الرحمان ,positive,standard
الحياة خلقت لتعيشها لا لتفكر فيها,neutral,standard
ميسي الافضل في التاريخ كأس العالم ,positive,standard
حين سكت اهل الحق عن الباطل توهم اهل الباطل انهم على حق,negative,standard
أناقة لسانك هي ترجمة لأناقة فكرك فلا ترفع صوتك بل ارفع مستوى كلماتك,positive,standard
بمجرد أن تخطئ ينسى الجميع أنك كنت رائعا يوما ما,negative,standard
أفضل جهاز لكشف الكذب هو الأيام ,neutral,standard
المغرب ينسحب من التحالف المشؤوم الذي يقتل في نساء و أطفال اليمن بقيادة السعودية و الإمارات,negative,standard
هدية بسيطة مني لكم ,positive,standard
كلها جميلة ,positive,standard
ربي يدوم فرحتك ساهوتي,positive,standard
الحب من أجمل المشاعر الإنسانيةوهو سبب في سعادة القلوب وفرحها وإدخال البهجة إلى النفوس,positive,standard
قمة في النقاء و روعة في الأداء ,positive,standard
باقي مبغى يحشم,negative,dialectal
مشاء الله عليك جمال اناقة من فانز سهيلة بن لشهب,positive,standard
كملوا يعطيكم الصحة,positive,dialectal
ربي جعل منتخب الدولتي مايريد من كرة القدم,positive,standard
اوا راه ضروري خاصك تزعم باش تقاد شوية الفرقة,positive,dialectal
ما انت الا ابن شارعوالدليل نصك الوضيع,negative,standard
سير عالله خليها كما هي,positive,dialectal
الله يشفيه يارب,positive,standard
مرحبا وسهلا,positive,standard
امين يارب العالمين,positive,standard
امين يارب العالمين اسعد الله مسائكي وكل ايامكي حبيبتي الغالية ,positive,standard
من الصحراء الغربية,neutral,standard
ربنا ما خلقت هٰذا باطلا سبحانك فقنا عذاب النار ,neutral,standard
احلى كوبل في تاريخ الدراما التركية ,positive,dialectal
يارب قد طال انتظاري فبشرني بما انتظره منك عاجلا غير آجل إنك على كل شي قدير بجاهي النبي محمد عليه الصلاة والسلام,neutral,standard
لا تؤذي قلبا لم ترى منه الا الجميل,positive,standard
برافو تصدرنا ب اكثر من الف تغريدة جيش سهلاوي القوي يعطيكم الصحة ,positive,dialectal
نصيحة لكل المتتبعين تحلو بالصدق و الصبر و الله لن يخدلنا,positive,standard
هناك شهيد مغربي في عاصفة الحزم,positive,standard
العفو وشكرا لردودك الرائعة,positive,standard
اللهم اني اسالك علما نافعا ورزقا طيبا وعملا متقبلا,positive,standard
اللهم استرنا فوق الأرض وتحت الأرض ويوم العرض عليك,positive,standard
انا الاول و احب المركز الأول ,positive,standard
مبروك علينا و هذي البداية و مزال مازال ,positive,dialectal
يجب عل ألانسان ان يكون كلامه باصق من قلبه,neutral,standard
اللهم كما رفعت السماء بلا عمد ارفع السرطان من كل جسد ,positive,standard
بسمة أمك فالحياة لاتزال جميلة,positive,standard
تمنوا و آبتسموا وتوكلوا ف ربنا رب كريم يعطي و يعطي و يعطي,positive,standard
كل التحيه والتقدير للحكام,positive,standard
امين يارب العالمين,positive,standard
هل يوجد تلوج بإفران حاليا ,neutral,standard
الله يرحمك ميمتي حبيبتي يا قطعة من قلبي توحشتك بزاف اللهم اجعلها من سيدات أهل الجنة ,mixed,dialectal
اللهم امين يارب العالمين,positive,standard
اللهم امين,positive,standard
صباح خير يا اخي,positive,standard
تابعيني باش نقدر ندخلك,neutral,dialectal
الحمد لله,positive,standard
كن عظيما ولا تنتظر أن تأتيك الأشياء وأنت مذلولا لها,positive,standard
لا تستسلم مهما كانت الظروف,positive,standard
يكسرون فيك ألف خاطر ويعتقدون أنك بخير,negative,standard
الأخلاق لا تباع ولا تشترى ولا تصطنع الأخلاق هبه يعطيها الله لمن يحب وتظهر حتى فى ملامحه دون أن يتكلم,neutral,standard
اللهم أمطرني عفوا و رحمة,positive,standard
اللهم أنزل شفاءك وعافيتك على جسد كل مريض واجعل العافيه تسري في نبضات قلوبهم يا حي يا قيوم,positive,standard
لا تؤلموا أحد فكل القلوب مليئه بما يكفيها,mixed,standard
ذات يوم قريب جدا ستقول مبتسما إن الله جبر قلبي جبرا لم أكن أحلم به أبدا,positive,standard
اللهم أمطرني عفوا و رحمه أمطرني خيرا و رأفه أمطرني سعدا و فرحه يا الله,positive,standard
حتي أسوأ المواقف قد تتحول إلى لحظه فرح إذا كنت مع الشخص المناسب,positive,standard
هل شعر يوما أنك كنت غبي لأنك كنت بمنتهي الصراحة ,mixed,standard
اللهم من نام على ضيق فأيقظه على فرج ومن نام على حزن فأيقظه على فرح,positive,standard
سنة سعيدة صديقي تمنياتي الخالصة بالصحة و السلامة و طول العمر,positive,standard
قلوبنا كبيرة ولكن لا تستهينوا بأخطائكم في حق قلوبنا فالبحر لا يحمل السفينة إن ثقبت,positive,standard
كثير من البشر لا يهزمهم الأعداء بل يهزمهم اختيارهم,neutral,standard
لا تخبروني عمن يكرهني أو يتكلم عني اتركوني أحب الجميع و أظن أن الجميع يحبني,positive,standard
كل شيء له فرصة ثانيه إلا الثقة,neutral,standard
هناك أيام بحياتك كنت تظنها لن تمر كانت همك الكبير مرت ولعلك نسيتها والآن أيضا سيمر لاتقلق,positive,standard
اللهم ابعد عني وعن عائلتي عيونا تترقب حياتنا وابعد عنا كل من أراد بنا سوء,positive,standard
خفف حمولة قلبك بالتخلي ليست كل الأشياء تستحق الإهتمام,positive,standard
قصة قصيرة تحمل في طياتها خبايا ومعاني كبيرة الف شكر لكل من يعمل عمل مثل هذا,positive,standard
بث مباشر مباريات اليوم,neutral,standard
رسالة من إمرءة حكيمة ,positive,standard
بارك الله فيك وأنتم أيضا في قلوبنا أسأل الله أن يعز بلادكم ويحفظنا وإياكم من كيد الحاقدين,positive,standard
أسعد الله صباحكم احبتي في الله,positive,standard
لا تستعجل قبل ما تحقق,neutral,standard
اللهم إنا نسألك الهدى والتقى والعفاف والغنى,positive,standard
لا إله إلا أنت سبحانك إني كنت من الظالمين,neutral,standard
بارك الله فيكم,positive,standard
تسلم أخي بارك الله فيك تحياتي ,positive,standard
غادي نخلي ليك رقم الهاتف لمزيد من المعلومات فالخاص و شكرا على التجاوب ديالك,positive,dialectal
مرحبا بك,positive,standard
هذا هو التقرير اللي يخلي المغرب يسحب السفير من السعودية كانشوفها غير سبة وصافي اما التقرير مافيه والوا,negative,dialectal
الله يبدل المحبة بالصبر و إنا لله و إنا إليه راجعون,positive,dialectal
لان عقلك عاهر لا يبصر إلا ما يفكر فيه,negative,standard
الفقر والحرمان هما مدرسة الجندي الجيد,negative,standard
اسعد الله مساك بكل فرح وسرور,positive,standard
قلبي وجعني اين مثل هاذي الرجال اين ياناس انفخت قلبي على الصباح,negative,dialectal
الرزق كل ما ينتفع به وليس فقطةالمال,neutral,standard
من لي غيرك يا ذا الجلال والإكرام عليك توكلت وإليك أنيب,positive,standard
لعنة الله عليك إلى يوم الدين,negative,standard
الدراري المسامحة ,positive,dialectal
في غادي نفرحوا بيها ان شاء الله,positive,dialectal
مساء الورد اختي الجميلة,positive,standard
مساء السعادة يا اخي احمد,positive,standard
أتركها تأتي كما كتبها الله لك لعلها تأتي كما تمناها قلبك ,positive,standard
كرسي الرئاسة رأفة بهذا الرجل والله حشومة عليهم,negative,standard
بوتفليقة يعلن ترشحه رسميا لعهدة رئاسية خامسة,neutral,standard
هنا إزدادت و هنا سأعيش و هنا سأموت وطني بدون مقابل ,neutral,standard
ما يمكنشي تبعد من شي بلية ونتا باقي كتجمع مع اللي بلاواك,neutral,dialectal
كاين ناس بهذ العقلية عايشين معانا اول مرة نشوفهم تصدمت,negative,dialectal
هنيئا للأمة الإسلامية اللهم وحد صفوفهم على إعلاء كلمة الحق,positive,standard
اللهم آمين يارب العالمين,positive,standard
الحمد لله على كل حال,positive,standard
كلام جميل ,positive,standard
مساء الخير,positive,standard
الحمد لله والشكر لله,positive,standard
اللهم آمين يارب العالمين ولجميع المسلمين,positive,standard
الله يحب احبك الله الذي احببتني فيه ياغاليتي,positive,standard
جزاك الله خير يا اخي سمير اللهم اعنا علي ذكرك وشكرك وحسن عبادتك,positive,standard
اللهم وفقنا الي فعل الخيرات وترك المنكرات جزاك الله خير يا اخي احمد,positive,standard
اللهم امين يارب العالمين,positive,standard
هل تعتبرهم اعلاميين هؤلاء مجرد مرتزقة للسيسي و تركي ال الشيخ و اسيادهم السعوديين و الاماراتيين,negative,standard
يا قلبي يا اميرتي جميلة انت نعم الصديقة واخت واتشرف فيك يا غاليتي,positive,standard
كيف لا اقف احتراما امام هده الكلمات,positive,standard
رحمك الله يا جدي,positive,standard
الله يحفظهالك ويخليكم لبعض,positive,dialectal
 ماذا تتوقعين من بلادنا,neutral,standard
اللهم امين وياك يارب,positive,standard
اللهم امين وياكم يارب,positive,standard
الله يحفظك وبارك فيك,positive,standard
 المغاربة عزيز عليهم التبرگيگ اما الأمراض و الفيروسات ف أهل الاختصاص هوما العشابة و فتيحة الشوافة ,negative,dialectal
اللهم إن لى أحبة فيك افحظهم واغفرلهم,positive,standard
كل واحد منا عنده اخطاء وعيوب وعنده مميزات فنحن بشر والكمال لله وحده,positive,standard
لايوجد ازمه ابدا ركزوا على اصحاب السترات الصفراء افضل لكم من اخبار المغرب,neutral,standard
عيونه فيها أمان وبسمته مختصر عافيتي,positive,standard
الى المطار محمد الخامس الدار البيضاء أن شاء الله استقبال الزبائن,neutral,standard
مساء الورد وياسمين يا اخي خضر الله يسعدك في دارين وكل اهل واحباب,positive,standard
شكرا لكم على بذل جهدكم المتواصل بوراهي ,positive,standard
فعلا الصداقة الحقيقة هي سعادة في دارين يا قلبي انت اجمل في كل شيء,positive,standard
اللهم امين,positive,standard
فبلادي ظلموني أغنية واعرة,mixed,dialectal
قل هو الله أحد الله الصمد لم يلد ولم يولد ولم يكن له كفوا احد,neutral,standard
أكثر الاعبين الأفارقة مشاركة بالليغا,neutral,standard
 الحمد الله,positive,standard
يا قلبي داىم تكرمني بحسن ظنك الله يسعدك في دارين,positive,standard
المادة ديال الدستور مافيهاش إمكانية التفويض,neutral,dialectal
الحج راه ركن من أركان الاسلام لمن استطاع له سبيلا,neutral,dialectal
كان لقاء البارحة جميلا باذخا ظفرنا فيه بجمع من الإخوة المغردين تشكرات معالي القائد الأعلى,positive,standard
اسكت لا نورولك ارشيفك القذر انت عار علئ الاعلام ما فهمتش واش هي مهنتك بالضبط اعلامي,negative,dialectal
يكون الإنسان شاعرا هادئا إلي أن يترشح بوتفليقة فيصبح فجأة إرهابيا,mixed,standard
فين هادشي,neutral,dialectal
غدا اجمل,positive,standard
الحمد لله على كل شيئ من الصحة حتى الاسلام,positive,standard
الله يسعدك يا غالي,positive,standard
حب الذات الوالدين نعمة الاسلام ,positive,standard
ترامب رجل الأعمال لا يستحق الرءاسة,negative,standard
اللهم امين يارب العالمين,positive,standard
 راه يخطط كيفاش يرجع ,neutral,dialectal
سبحان الله العظيم لا حول ولا قوة الا بالله,neutral,standard
الحمد لله على نعمة العقل,positive,standard
الحمد لله على كل حال يا اختي الدرة اخرتها موت,positive,dialectal
الشكوة لغير الله مذلة,neutral,standard
اللهم بارك وزد في ذلك,positive,standard
أضحت لدي حساسية من تقارير المؤسسات الرسمية وغير الرسمية التي تشخص الأوضاع التخمة,negative,standard
امين يارب حفظكي الله حبيبتي الغالية نجدية واسعد الله قلبكي الطيب بقدر طيبته,positive,standard
برشلونة ينهار ويتراجع في فبراير هل أحلام النادي بدأت تتبخر ,negative,standard
هذه مواقف الرجال,positive,standard
صباح يقين بالله,positive,standard
احسنتي النشر حبيبتي الغالية بارك الله فيكي وجزاكي الله خيرا,positive,standard
امين يارب واياكي اختي الغالية فضيلة,positive,standard
مرحبا بالجميع,positive,standard
غبرت هاد الفنانة شخصيا كنضن مبقاتش كاتبان بزاف,neutral,dialectal
المغرب يظل كبيرا بتاريخه الذهبي وجاله العظماء رغم كيد و تشويش قناة العربية المدعومة سعوديا ضد وحدته الترابية,positive,standard
تزوجها مغربية تعيش عيشة هنية,positive,standard
كيف يمكن الحصول على البطاقة ,neutral,standard
السلام فين يمكن لي نلوح هاد اللعيبات,neutral,dialectal
اغنية واعرة,positive,dialectal
صباح الورد يا قمر,positive,standard
الفتح الرباطي يستقبل الوداد الرياضي بملعب مولاي عبدالله بدلا من ملعب مولاي الحسن,neutral,standard
لماذا يعامل البخاري كأنه مصدر موثوق,neutral,standard
لم أعد بنفس القوة البدنية التي كنت عليها ,neutral,standard
اللهم امين وانت داعى ولك بالمثل واكثر يارب اسعد الله مساءك بحبه ورضاه والغناء عمن سواك والفوز عند لقياه,positive,standard
مبروك حكيم العريبي,positive,standard
مساء الورد وياسمين يا اخي جمال الله يسعدك في دارين وكل اهل واحباب,positive,standard
القوة بداخلك فأيقضها ,positive,standard
اللهم امين وياك يارب,positive,standard
مساء الورد وياسمين يا اخي احمد,positive,standard
اللهم صل وسلم وبارك على سيدنا محمد وعلى اله وصحبه اجمعين,neutral,standard
نحن نعمل بالقرأن الكريم و هذا غير وارد فيه,neutral,standard
و الله تقريبا عندك كل الحق,positive,standard
اللهم يا مقلب القلوب ثبت قلبي على دينك,positive,standard
يارب ويحفظكم,positive,standard
ياحبيبي لي الشرف,positive,standard
العلاقة المريحة يوم تتكلم بعفوية مع الشخص بدون أخذ الاحتياطات بأن هالشيء عادي أقوله أو لا,positive,dialectal
كل شيء يجوز في الحب والحرب ,neutral,standard
كانت رحلة رائعة,positive,standard
انا لست مثالي لكن على الاقل انا لا اكذب ولا أنافق,positive,standard
مساء الورد وياسمين يا اخي قاسم,positive,standard
مشاو بعيد,neutral,dialectal
اللهم امين يارب العالمين,positive,standard
بالتوفيق ان شاء الله,positive,standard
ما عرفتش إنا واحد نختار,neutral,dialectal
يجب سحب سفير جلالته من الأمم المتحدة فورا,neutral,standard
تبارك الله على الجمال حفضك الله من عين الحساد,positive,standard
كاين زياش فيه لبراكة ,positive,dialectal
بدأنا فصل جديد وبدات آمالنا واحلامنا فياربي حقق ما تراه خيرا لنا في ديننا ودنيانا وأخرتنا,positive,dialectal
الحياة أقصر من أن نضيعها بالإصغاء إلى ما يقوله الآخرين عنا,neutral,standard
 الله يرحمك كنت طيب وابن حلال يوم عيد الحب انزل نعي في جريده عكاظ عشان حييباتك يعرفو,positive,dialectal
حامل اللقب اخر سنوات يتم تجاهله,negative,standard
صديقاتي سنبقى معا ,positive,standard
ترهقك فكرة واحدةرغم انها مجرد فكرة,positive,standard
رضيت باقدارك يارب,positive,standard
امين يارب العالمين,positive,standard
الإنسان يفكر بكل أعضائه لا بدماغه,neutral,standard
كم أنت كبير يا صلاح,positive,standard
رحمهم الله وغفر لهم وجعل مثواهم الجنة والهم ذويهم الصبر والسلوان,positive,standard
اكلتي المفضلة الشواء,neutral,standard
تصبحين علي خير يا غاليتي ليلة سعيدة واحلام جميلة الله يسعدك في دارين,positive,standard
هاديك راه مغربية اعمي ,neutral,dialectal
ياه زوين و مافيهش المواج ,positive,dialectal
اودي ماتخليو حد يجمع الحسنات,positive,dialectal
لا تقلق لا تقلق انت في حمايتي ,positive,standard
الله يستر ,positive,dialectal
غتكوني درتي علاش ,neutral,dialectal
خلي ليا الحساب الجديد,neutral,dialectal
للاسف لكن عندك حق لااننا لسنا وحدنا افتراضيا بوركت سيدتي لك كل الاحترام ,mixed,standard
يموت عدوك و لي مايبغيك,positive,dialectal
الصحراء في مغربها و المغرب في صحرائه انتهى الكلام يا بوزباليو مرتزقة,negative,dialectal
و لي ما عجباتو الاوضاع يرحل,negative,dialectal
ان الله مع الصابرين,positive,standard
الله يرحمها ويغفر لها ويصبر ذويها,positive,standard
يصح بدنك وتسلم روحك اختي,positive,standard
شعوب أوروبا و أمريكا مدمنين على خمور عكس الشعوب المسلمة المدمنه على التخلق والتحلي بالصبر في ضيق الأسري,mixed,standard
نحن نكبر ولكن قلوبنا تبقى صغيرة تحتاج دوما للإهتمام ,positive,standard
تسب الدين حشوما شوية المروءة و الاخلاق,negative,standard
الساعة المشؤومة اترت سلبا على كل الناس الصلاة العمل النوم,negative,standard
نريد افلام جديدة و غير مملة شكرا المجهودات,positive,standard
الحقد ليس له حدود عاشت قطر,mixed,standard
عاشت قطر عاش المغرب,positive,standard
نحن مسلمون والحمد لله لا نحفظ من القرآن سوى سورة قصيرة جدا نصلي بها اذا ستطعنا إليها سبيلا صور لاتأمرنا بقتل احد,positive,standard
اعرف غي ضحكت معاك مستشارتي ,positive,dialectal
الهواية المفضلة للأطفال ,positive,standard
هكذا نبغيك ,positive,dialectal
الله يسامح,positive,standard
كلامك ذهب,positive,standard
تسلم روحك اخي,positive,standard
جبال الاطلس الصغير بالمغرب تفراوت,positive,standard
جميل أن يكون بيتا للصلاة في كل بيت للنساء والاطفال وحين العجز فيه الركوع,positive,standard
اللهم اجعلنا من الذين إذا أحسنوا استبشروا وإذا اساءوا استغفروا,positive,standard
انتهز كل فرصة لتنظر إلى نفسك فى المرآة أي مرآة كانت حتى لو فى نوافذ سيارة واقفة,neutral,standard
الله يسلمك السي رشيد,positive,dialectal
